id,Category,name,subtitle,price,discount_price,main_image_url,secondary_image_url
202,Especias,Pimienta negra en grano Hacendado,Bote 70 g,"1,70 €",,https://prod-mercadona.imgix.net/images/ade2f829444a465f07de05c97b526258.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/70901c774a11eaa211074ccb2102936c.jpg?fit=crop&h=300&w=300
203,Especias,Molinillo mix pimientas Hacendado,Bote 50 g,"1,95 €",,https://prod-mercadona.imgix.net/images/16d512e03ea3f4513a43a085403cba3f.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/8563536ba37ac6f033072a0f200e68d1.jpg?fit=crop&h=300&w=300
204,Especias,Pimienta blanca molida Hacendado,Bote 70 g,"2,30 €",,https://prod-mercadona.imgix.net/images/a8cedadb6026482169a838838a6943d3.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/4931a70a301d4a5f55384c62d283aa3e.jpg?fit=crop&h=300&w=300
205,Especias,Ajo granulado Hacendado,Bote 115 g,"1,20 €",,https://prod-mercadona.imgix.net/images/10f7ce7fe35de8f5b595db38a95a9cc5.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/10f7ce7fe35de8f5b595db38a95a9cc5.jpg?fit=crop&h=600&w=600
206,Especias,Cebolla frita crujiente Hacendado,Bote 150 g,"1,15 €",,https://prod-mercadona.imgix.net/images/fb2e63195fc20b44ae5f3598c40a7565.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/dfbc6ba49939211af1b1a19518060372.jpg?fit=crop&h=300&w=300
207,Especias,Canela molida Hacendado,Bote 52 g,"1,00 €",,https://prod-mercadona.imgix.net/images/22948761cf10a9f149a06ec505fb8dcd.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/22948761cf10a9f149a06ec505fb8dcd.jpg?fit=crop&h=600&w=600
208,Especias,Canela molida Hacendado,Bote 180 g,"2,80 €",,https://prod-mercadona.imgix.net/images/ceb9fa6f5e65ae71fb1bae37f6e0328d.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/4622721bbd99e884b1414e1e87c508a9.jpg?fit=crop&h=300&w=300
209,Especias,Canela en rama Hacendado,Bote 19 g,"1,50 €",,https://prod-mercadona.imgix.net/images/79a95af1248f3f9e5f0a5fab40e06adf.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/d1a1a5fc7ec1bbe6698a8a8233581032.jpg?fit=crop&h=300&w=300
210,Especias,Canela en rama Hacendado,Bote 70 g,"4,25 €",,https://prod-mercadona.imgix.net/images/1fc507378b1f10f34d7c8b788a96dd2a.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/1fc507378b1f10f34d7c8b788a96dd2a.jpg?fit=crop&h=600&w=600
211,Especias,Comino molido Hacendado,Bote 58 g,"1,20 €",,https://prod-mercadona.imgix.net/images/003c9821946990d15215928c180ec0b7.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/175baf3a209b06a0debe41a09c395b19.jpg?fit=crop&h=300&w=300
212,Especias,Comino en grano Hacendado,Bote 56 g,"1,95 €",,https://prod-mercadona.imgix.net/images/945a39457b8b947b612650a22e7a2c71.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/4662f3bc080c3be2679bcc4a67df82d9.jpg?fit=crop&h=600&w=600
213,Especias,Curry Hacendado,Bote 57 g,"1,30 €",,https://prod-mercadona.imgix.net/images/41e788d61332bbabe67bcb18c9b74d9e.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/6d00fe466838fd64afbdbe57461df4e1.jpg?fit=crop&h=300&w=300
214,Especias,Nuez moscada molida Hacendado,Bote 58 g,"1,65 €",,https://prod-mercadona.imgix.net/images/26a3c69f637bdb1722940dbaa79f6cf9.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/271dceb0d37dc79350c23b63c7014dd3.jpg?fit=crop&h=300&w=300
215,Especias,Cebolla en polvo Hacendado,Bote 60 g,"0,94 €",,https://prod-mercadona.imgix.net/images/4e60df323518b37ef8fcc6be6103526e.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/ea7027a8f99edc3751f5468b9d120954.jpg?fit=crop&h=600&w=600
216,Especias,Cayena guindillas Hacendado,Bote 27 g,"1,36 €",,https://prod-mercadona.imgix.net/images/ca1ef5080300ea3323d59f0911f471db.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/6989b46e151047fab4543f810172a311.jpg?fit=crop&h=300&w=300
217,Especias,Cayena molida Hacendado,Bote 55 g,"1,65 €",,https://prod-mercadona.imgix.net/images/e0224e197ff6535f418d187efc499d56.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/2bc1aa6e57139dda29af86d6fe569c34.jpg?fit=crop&h=300&w=300
218,Especias,Cúrcuma Hacendado,Bote 60 g,"1,30 €",,https://prod-mercadona.imgix.net/images/bbb23780061cfd84ea7c8b8890715380.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/6a3111a55582c115a68f4f9fd53212cb.jpg?fit=crop&h=300&w=300
219,Especias,Jengibre molido Hacendado,Bote 49 g,"1,65 €",,https://prod-mercadona.imgix.net/images/660b9d830317ff63daa0a5a5cfe4cdb2.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/660b9d830317ff63daa0a5a5cfe4cdb2.jpg?fit=crop&h=600&w=600
220,Especias,Sal de ajo Hacendado,Bote 130 g,"1,80 €",,https://prod-mercadona.imgix.net/images/bd81680a3655bf89428f333254f34979.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/bd81680a3655bf89428f333254f34979.jpg?fit=crop&h=600&w=600
221,Especias,Ñoras Hacendado,Paquete 25 g,"1,56 €",,https://prod-mercadona.imgix.net/images/4b8bb2de7c473819516a8213b9594653.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/ee9ad9e637a76d2685326d8955853a61.jpg?fit=crop&h=300&w=300
222,Especias,Clavo en grano Hacendado,Bote 42 g,"1,75 €",,https://prod-mercadona.imgix.net/images/4454375471a75b1e36fe451869e79460.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/eee93d3640efd8e04eeb6e84eaebee81.jpg?fit=crop&h=300&w=300
223,Especias,Anís en grano Hacendado,Bote 50 g,"2,00 €",,https://prod-mercadona.imgix.net/images/8a0d0e5176f9c1a26fcd7cb0e7c2af49.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/8a0d0e5176f9c1a26fcd7cb0e7c2af49.jpg?fit=crop&h=600&w=600
224,Especias,Piñones Hacendado,Bote 70 g,"3,02 €",,https://prod-mercadona.imgix.net/images/e7f664f83a425361c897c64b63c147d2.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/e7f664f83a425361c897c64b63c147d2.jpg?fit=crop&h=600&w=600
225,Especias,Sazonador para fajitas Hacendado sabor tex-mex,Sobre 17 g,"0,85 €",,https://prod-mercadona.imgix.net/images/b3949dc2bcd4c09097246046318e577b.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/1e68f5fdd62a13e740653b4998ba1164.jpg?fit=crop&h=600&w=600
226,Especias,Sazonador ajo y limón Hacendado para carne y pescado,Sobre 30 g,"1,05 €",,https://prod-mercadona.imgix.net/images/26b013a64d9b59231a8c4b8528ecf274.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/26b013a64d9b59231a8c4b8528ecf274.jpg?fit=crop&h=600&w=600
227,Especias,Sazonador hierbas provenzales Hacendado para pollo y costillas,Sobre 24 g,"1,00 €",,https://prod-mercadona.imgix.net/images/5f70b8323c4c746222517fe9b1da3b9c.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/7d7fa321b3c9f787b1e5e8acdced2d52.jpg?fit=crop&h=600&w=600
228,Especias,Sazonador barbacoa Hacendado para pollo y costillas,Sobre 57 g,"1,30 €",,https://prod-mercadona.imgix.net/images/43dc9ccbba36855392ce7b3e45f7988b.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/767d805ac13d65dfbe311c0bf5b7859e.jpg?fit=crop&h=300&w=300
229,Especias,Sazonador para paella con azafrán Hacendado,Caja 5 sobres (20 g),"1,50 €",,https://prod-mercadona.imgix.net/images/f2cdac44f287c5a2b6d89b51d091ad3e.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/3581e64a133cf3c895fe6fa271366da1.jpg?fit=crop&h=600&w=600
230,Especias,Sazonador para burritos Hacendado,Sobre 40 g,"1,30 €",,https://prod-mercadona.imgix.net/images/cae24bea6184cb80c26eb05245c7a627.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/cae24bea6184cb80c26eb05245c7a627.jpg?fit=crop&h=600&w=600
231,Especias,Sazonador pollo y carne Hacendado,Bote 76 g,"1,40 €",,https://prod-mercadona.imgix.net/images/4322cb1037c17add880018f4ae8e874f.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/8ecaacf70f8e1fc95b8b996602e82bfe.jpg?fit=crop&h=600&w=600
232,Especias,Sazonador pasta Hacendado,Bote 45 g,"1,60 €",,https://prod-mercadona.imgix.net/images/45eeee3ab3e380f3e0892e61e724bec8.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/45eeee3ab3e380f3e0892e61e724bec8.jpg?fit=crop&h=600&w=600
233,"Mayonesa, ketchup y mostaza",Mayonesa Hacendado,Tarro 500 ml,"1,20 €",,https://prod-mercadona.imgix.net/images/efdabe161b2e6fbbb2a49cf71e6e6ac2.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/9e459ca17be62df4e3e0a58300f62aeb.jpg?fit=crop&h=300&w=300
234,"Mayonesa, ketchup y mostaza",Mayonesa Hacendado,Tarro 240 ml,"1,00 €",,https://prod-mercadona.imgix.net/images/aaf438d3dd7bf0a462ec151f550d6e3a.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/aaf438d3dd7bf0a462ec151f550d6e3a.jpg?fit=crop&h=600&w=600
235,"Mayonesa, ketchup y mostaza",Mayonesa en sobres individuales Hacendado,12 sobres x 20 ml,"1,30 €",,https://prod-mercadona.imgix.net/images/00416f5f307046e4334ea872cb7bb91a.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/00416f5f307046e4334ea872cb7bb91a.jpg?fit=crop&h=600&w=600
236,"Mayonesa, ketchup y mostaza",Mayonesa Hellmann's,Tarro 450 ml,"2,65 €","2,65 €",https://prod-mercadona.imgix.net/images/4532a40515867d803fa054c5d18f5d12.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/4532a40515867d803fa054c5d18f5d12.jpg?fit=crop&h=600&w=600
237,"Mayonesa, ketchup y mostaza",Salsa Original Ligeresa,Tarro 425 ml,"2,35 €",,https://prod-mercadona.imgix.net/images/97b123513a759039bd5c38a4e8ae2dad.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/7dcfb43a3239469e0308642831145cfc.jpg?fit=crop&h=600&w=600
238,"Mayonesa, ketchup y mostaza",Salsa Original Ligeresa,Bote 430 ml,"2,65 €",,https://prod-mercadona.imgix.net/images/a45ff52260764c6ce4a7679e841a8060.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/c0d39c65d01dc1c232f52677ee63a44d.jpg?fit=crop&h=300&w=300
239,"Mayonesa, ketchup y mostaza",Mayonesa Ybarra,Bote 500 ml,"2,25 €",,https://prod-mercadona.imgix.net/images/ecbf906af9e6f18ab8e50510fc737bf7.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/ecbf906af9e6f18ab8e50510fc737bf7.jpg?fit=crop&h=600&w=600
240,"Mayonesa, ketchup y mostaza",Salsa Light Hacendado,Tarro 500 ml,"1,20 €",,https://prod-mercadona.imgix.net/images/df1b71803ca9ce92f40aeb74c234a680.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/ae6558d7b6fe640cc50c9fdca1853d63.jpg?fit=crop&h=300&w=300
241,"Mayonesa, ketchup y mostaza",Ketchup Hacendado,Bote 600 g,"1,15 €",,https://prod-mercadona.imgix.net/images/560d3c1a007e5ab9c97cc0bb2b23b206.jpg?fit=crop&h=300&w=300,
242,"Mayonesa, ketchup y mostaza",Ketchup en sobres individuales Hacendado,Paquete 12 sobres (240 g),"1,40 €",,https://prod-mercadona.imgix.net/images/fdd6165134ec5a050d930e02a92191eb.jpg?fit=crop&h=300&w=300,
243,"Mayonesa, ketchup y mostaza",Ketchup Heinz,Bote 650 g,"3,50 €",,https://prod-mercadona.imgix.net/images/66e79f63919f3a0ce44d5e23d019a43d.jpg?fit=crop&h=300&w=300,
244,"Mayonesa, ketchup y mostaza",Salsa de tomate Zero sin azúcares añadidos Hacendado,Bote 600 g,"1,60 €",,https://prod-mercadona.imgix.net/images/4ecccbaf38713c3f2966540720c5eec8.jpg?fit=crop&h=300&w=300,
245,"Mayonesa, ketchup y mostaza",Mostaza a la antigua Hacendado,Tarro 200 g,"1,70 €",,https://prod-mercadona.imgix.net/images/95ed3fdf9ae438e1ee0b5c95ac157589.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/7acf6ab79623a9591c2c91aa2fa7183a.jpg?fit=crop&h=300&w=300
246,"Mayonesa, ketchup y mostaza",Mostaza de Dijon Hacendado,Tarro 200 g,"1,25 €",,https://prod-mercadona.imgix.net/images/67843665522d08065cc40f43c2008e1a.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/f190603378255b921722bbda6602fa2d.jpg?fit=crop&h=300&w=300
247,"Mayonesa, ketchup y mostaza",Mostaza clásica Hacendado,Bote 388 g,"1,35 €",,https://prod-mercadona.imgix.net/images/8a0749aa163298f9b2b036de495a1b05.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/8a0749aa163298f9b2b036de495a1b05.jpg?fit=crop&h=600&w=600
248,"Mayonesa, ketchup y mostaza",Allioli Chovi,Tarrina 180 ml,"1,45 €",,https://prod-mercadona.imgix.net/images/8dd36370d7a4694f15c53ae896c21960.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/df4616eda0b1be7200918c19bd238e22.jpg?fit=crop&h=300&w=300
249,"Mayonesa, ketchup y mostaza",Allioli Hacendado,Tarrina 200 ml,"1,10 €",,https://prod-mercadona.imgix.net/images/eadfc47766c0af744576aaa74de605b5.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/82137913a113e5fb4310fa4455ff3ad8.jpg?fit=crop&h=300&w=300
250,"Mayonesa, ketchup y mostaza",Allioli en sobres individuales Hacendado,Paquete 8 sobres (160 ml),"1,50 €",,https://prod-mercadona.imgix.net/images/f4e1f5be94af55e4484fbc034a930391.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/f4e1f5be94af55e4484fbc034a930391.jpg?fit=crop&h=600&w=600
251,Otras salsas,Tomate frito Hacendado,3 bricks x 400 g,"1,35 €",,https://prod-mercadona.imgix.net/images/e589c8259daf4b9335098fb9ade7ee09.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/a94899d4055f7e36945db47376ec47b7.jpg?fit=crop&h=300&w=300
252,Otras salsas,Tomate frito Hacendado,3 mini bricks x 210 g,"0,95 €",,https://prod-mercadona.imgix.net/images/bef3c040943e4b6dd59b15f565ec4f08.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/afd2d24f62110f0149a497813ed8475c.jpg?fit=crop&h=300&w=300
253,Otras salsas,Tomate frito Hacendado,Tarro 560 g,"0,90 €",,https://prod-mercadona.imgix.net/images/aa5235f082055661c97dc0bcf5ade914.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/aa5235f082055661c97dc0bcf5ade914.jpg?fit=crop&h=600&w=600
254,Otras salsas,Tomate frito receta artesana Hacendado,Tarro 560 g,"2,10 €",,https://prod-mercadona.imgix.net/images/959baf90e8b8eee09398534f7c549992.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/ea9e4c3b2297925d369747b1c8889509.jpg?fit=crop&h=600&w=600
255,Otras salsas,Tomate frito receta artesana Hacendado,Tarro 300 g,"1,50 €",,https://prod-mercadona.imgix.net/images/450e65a016ec657d968e9926d761ec85.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/450e65a016ec657d968e9926d761ec85.jpg?fit=crop&h=600&w=600
256,Otras salsas,Tomate frito Hida,Bote 400 g,"1,75 €",,https://prod-mercadona.imgix.net/images/41c22877e6e0c95dd006fd7696cb9919.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/1be87f64f3ac2a8e33b13c6b826b810f.jpg?fit=crop&h=300&w=300
257,Otras salsas,Tomate frito estilo casero Hacendado,Brick 380 g,"1,20 €",,https://prod-mercadona.imgix.net/images/b316f525c80033093912e2829796b5cc.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/b316f525c80033093912e2829796b5cc.jpg?fit=crop&h=600&w=600
258,Otras salsas,Tomate frito Hacendado con aceite de oliva,3 mini bricks x 210 g,"1,40 €",,https://prod-mercadona.imgix.net/images/bac47a7f2186be4ef7b42b3fbc3775d6.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/c96de1c66242b5a0ee7c6a0d8973fac6.jpg?fit=crop&h=300&w=300
259,Otras salsas,Tomate frito sin azúcares añadidos Hacendado,Tarro 560 g,"1,10 €",,https://prod-mercadona.imgix.net/images/0680dffe67fb4eac8c3423ddd35f15a1.jpg?fit=crop&h=300&w=300,
260,Otras salsas,Salsa Barbacoa Hacendado,Bote 350 g,"1,15 €",,https://prod-mercadona.imgix.net/images/d01e6c7c307f1c60a9e67aac3e22700e.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/fea17955b00bb53a0eaaf35651b74bcd.jpg?fit=crop&h=300&w=300
261,Otras salsas,Salsa pimienta verde Hacendado,Sobre 50 g,"1,25 €",,https://prod-mercadona.imgix.net/images/66986e35fb04401c696133d645f401d9.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/66986e35fb04401c696133d645f401d9.jpg?fit=crop&h=600&w=600
262,Otras salsas,Salsa Burger Hacendado,Bote 250 ml,"1,35 €",,https://prod-mercadona.imgix.net/images/c11a9b7e2f3a5b67d87cfb33583193e9.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/c11a9b7e2f3a5b67d87cfb33583193e9.jpg?fit=crop&h=600&w=600
263,Otras salsas,Salsa Piri Piri Hacendado,Botella 195 ml,"1,00 €",,https://prod-mercadona.imgix.net/images/c17d2319747366d2987a22ad455aa37e.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/6c38fefa72172a7c79c141b9d2ec7dfc.jpg?fit=crop&h=300&w=300
264,Otras salsas,Salsa curry Tikka Masala Hacendado picante,Paquete 180 g,"2,00 €",,https://prod-mercadona.imgix.net/images/10d9d4c3a66655996a17513dca01d11b.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/10d9d4c3a66655996a17513dca01d11b.jpg?fit=crop&h=600&w=600
265,Otras salsas,Salsa Pesto con albahaca Hacendado,Tarro 190 g,"1,95 €",,https://prod-mercadona.imgix.net/images/0bb668dd6446fae242c2af59e4fa96a9.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/5592453d23460a20f8dabc794ae24cb4.jpg?fit=crop&h=300&w=300
266,Otras salsas,Salsa de tomate Boloñesa Hacendado,Tarro 400 g,"1,90 €",,https://prod-mercadona.imgix.net/images/e8f655a95e13a7a2b905f67aa7203182.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/e8f655a95e13a7a2b905f67aa7203182.jpg?fit=crop&h=600&w=600
267,Otras salsas,Salsa de tomate con Albahaca Hacendado,Tarro 400 g,"1,75 €",,https://prod-mercadona.imgix.net/images/c5b78823f170be65e8904f835c222e67.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/71b7cfb4e5b5a4abfaf105c60740df32.jpg?fit=crop&h=300&w=300
268,Otras salsas,Salsa fresca Trufa Hacendado,Paquete 140 g,"1,45 €",,https://prod-mercadona.imgix.net/images/912baa300a06ed9f81d714338bda0d1d.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/912baa300a06ed9f81d714338bda0d1d.jpg?fit=crop&h=600&w=600
269,Otras salsas,Salsa fresca Queso Hacendado,Paquete 180 g,"1,45 €",,https://prod-mercadona.imgix.net/images/1e524f23891de8f06943ee50efcca5eb.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/2dc9709eb6b5577fef6475238574c7bd.jpg?fit=crop&h=600&w=600
270,Otras salsas,Salsa fresca Pesto con albahaca Hacendado,Tarrina 150 g,"2,00 €",,https://prod-mercadona.imgix.net/images/5f6f165b0afc47923dc34742a306ecdc.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/c2771ba772ba0d69850bc7500ef9f9e4.jpg?fit=crop&h=300&w=300
271,Otras salsas,Salsa fresca Setas Hacendado,Paquete 180 g,"1,65 €",,https://prod-mercadona.imgix.net/images/c8091b0b897fb086c646859dc5a91cd4.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/732d2e69bac402a5791d5dfe852995dc.jpg?fit=crop&h=300&w=300
272,Otras salsas,Salsa fresca Carbonara Hacendado,200 g,"1,65 €",,https://prod-mercadona.imgix.net/images/643b62af9834e65841d075241db47051.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/9fb750aae23972f57e2b95301f312d1a.jpg?fit=crop&h=300&w=300
273,Otras salsas,Salsa de Soja Hacendado,Botella 250 ml,"1,25 €",,https://prod-mercadona.imgix.net/images/cf38529dd7bc417793b2132b18080899.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/e726e2283e7d2509076d523c21756fec.jpg?fit=crop&h=600&w=600
274,Otras salsas,Salsa Teriyaki Hacendado,Botella 250 ml,"1,65 €",,https://prod-mercadona.imgix.net/images/bafb7fe4f0059d3dacd28356f8dabf10.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/229c7feee0a7f945b8daf4b61f014a50.jpg?fit=crop&h=300&w=300
275,Otras salsas,Salsa Agridulce Hacendado,Bote 340 g,"1,50 €",,https://prod-mercadona.imgix.net/images/c1822cde47df776dda5ff747a123b21f.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/8964e156462ba7f25d354d1e1d22beb9.jpg?fit=crop&h=300&w=300
276,Otras salsas,Salsa Thai Chili dulce J-Lek,Botella 250 ml,"1,55 €",,https://prod-mercadona.imgix.net/images/a78a26ce8c62f34f4aaffe47012602cd.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/d36170eb70e484ac5b36c46af300aca4.jpg?fit=crop&h=600&w=600
277,Otras salsas,Salsa de Soja sin gluten Hacendado,Botella 250 ml,"2,50 €",,https://prod-mercadona.imgix.net/images/e4754d906574959f1da84f9109b68d31.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/73e6cbe3724d8f0b6f3d317b38ca9468.jpg?fit=crop&h=600&w=600
278,Otras salsas,Guacamole Hacendado,Tarrina 500 g,"3,95 €",,https://prod-mercadona.imgix.net/images/5c3a7d00a6c79339f48bae00593089ed.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/4253188b3d0503a5d8dd3fca7cac53bb.jpg?fit=crop&h=600&w=600
279,Otras salsas,Guacamole Hacendado,Tarrina 200 g,"1,75 €",,https://prod-mercadona.imgix.net/images/534186c0a94952f5b363f467580cf747.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/bee77be8e6c3e2c07d57b41fba0a3169.jpg?fit=crop&h=600&w=600
280,Otras salsas,Salsa Yogur Hacendado,Bote 310 ml,"1,20 €",,https://prod-mercadona.imgix.net/images/f4f57aefa10e985720547fb5709d2239.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/8842d6877dc8312d5f06d8eedcf07886.jpg?fit=crop&h=300&w=300
281,Otras salsas,Bechamel Hacendado,3 mini bricks x 200 ml,"2,25 €",,https://prod-mercadona.imgix.net/images/acadbaaa0407d07b2d297f859d93e5db.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/648c09e1e58d3a11faad74640e0d3efc.jpg?fit=crop&h=300&w=300
282,Otras salsas,Salsa Mexicana Hacendado,Tarro 300 g,"1,25 €",,https://prod-mercadona.imgix.net/images/e2a7598c750f05d6a6635c5f5b2f7e93.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/75b10189028c0886dcc6ed9afd712d0f.jpg?fit=crop&h=300&w=300
283,Otras salsas,Salsa Ranch Hacendado,Bote 250 ml,"1,35 €",,https://prod-mercadona.imgix.net/images/a2d702a98df2e597f718d77732ff9552.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/a3f511ad20045fea2b164253ff9779f2.jpg?fit=crop&h=600&w=600
284,Otras salsas,Salsa César Hacendado,Bote 310 ml,"1,40 €",,https://prod-mercadona.imgix.net/images/122802e38ed7cd81b07053e5a0728859.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/25e3fcfc8140d2cdb6850eba2b4263f5.jpg?fit=crop&h=300&w=300
285,Otras salsas,Aliño de aceite con perejil y ajo Hacendado,Tarrina 150 ml,"1,75 €",,https://prod-mercadona.imgix.net/images/081c554fcf8b0512ed68017f76ac8145.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/3eef599369149da29d1f11baceb866cf.jpg?fit=crop&h=600&w=600
286,Otras salsas,Salsa Miel y Mostaza Hacendado,Bote 340 g,"1,45 €",,https://prod-mercadona.imgix.net/images/bf1910aae611cceecb9f3f477905425b.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/bf1910aae611cceecb9f3f477905425b.jpg?fit=crop&h=600&w=600
287,Otras salsas,Salsa de Trufa,Bote 80 g,"3,10 €",,https://prod-mercadona.imgix.net/images/5cc6e29dc5753bd3e518ffa264cfc631.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/d2d59fdb6b520954a400718011d4ff7c.jpg?fit=crop&h=600&w=600
288,Otras salsas,Salsa Gajo Rústica Hacendado,Bote 250 ml,"1,35 €",,https://prod-mercadona.imgix.net/images/82f7961d7a7e826a2c5a5b7e33db5c3e.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/82f7961d7a7e826a2c5a5b7e33db5c3e.jpg?fit=crop&h=600&w=600
289,Otras salsas,Salsa de Queso Hacendado,Tarro 280 ml,"1,65 €",,https://prod-mercadona.imgix.net/images/002c102a9dfd1eb4b9c0e42d917e8be6.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/2a480bc4763e1d74423913ee098cf17e.jpg?fit=crop&h=300&w=300
290,Otras salsas,Chili con carne Hacendado,Bote 420 g,"2,80 €",,https://prod-mercadona.imgix.net/images/23f1baf002c760cb149df11895be7370.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/23f1baf002c760cb149df11895be7370.jpg?fit=crop&h=600&w=600
291,Otras salsas,Salsa Cocktail Hacendado,Bote 460 ml,"1,40 €",,https://prod-mercadona.imgix.net/images/172c612e4f71083e5dae852f8544b751.jpg?fit=crop&h=300&w=300,https://prod-mercadona.imgix.net/images/172c612e4f71083e5dae852f8544b751.jpg?fit=crop&h=600&w=600
